Origin,OriginState,Dest,DestState,CRSDepTime,CRSElapsedTime,Marketing_Airline_Network
DCA,VA,ATL,GA,800,110.0,DL
DTW,MI,LAS,NV,1630,259.0,DL
DTW,MI,LAS,NV,2058,257.0,DL
LAX,CA,MSP,MN,1157,216.0,DL
SEA,WA,ATL,GA,600,287.0,DL
ATL,GA,DFW,TX,2055,143.0,DL
ATL,GA,LGA,NY,1820,150.0,DL
ATL,GA,MSP,MN,816,154.0,DL
MIA,FL,LGA,NY,700,186.0,DL
ATL,GA,DCA,VA,1610,112.0,DL
DCA,VA,ATL,GA,1912,115.0,DL
DTW,MI,LAS,NV,1225,260.0,DL
LAS,NV,DTW,MI,1455,250.0,DL
SEA,WA,AUS,TX,630,245.0,DL
ATL,GA,SLC,UT,1406,239.0,DL
SEA,WA,ANC,AK,2003,218.0,DL
ATL,GA,AUS,TX,815,145.0,DL
AUS,TX,ATL,GA,1050,141.0,DL
SEA,WA,BOS,MA,731,334.0,DL
JFK,NY,LAX,CA,1935,365.0,DL
LAX,CA,MSP,MN,2325,220.0,DL
ATL,GA,LGA,NY,1330,140.0,DL
ATL,GA,CVG,KY,835,88.0,DL
CVG,KY,ATL,GA,1105,88.0,DL
LGA,NY,ATL,GA,1000,158.0,DL
SEA,WA,JFK,NY,1118,342.0,DL
MSP,MN,HNL,HI,1430,515.0,DL
SFO,CA,ATL,GA,805,285.0,DL
SEA,WA,AUS,TX,1750,247.0,DL
SAN,CA,BOS,MA,2114,346.0,DL
HNL,HI,SEA,WA,2107,353.0,DL
LAX,CA,CVG,KY,2150,253.0,DL
MCI,MO,ATL,GA,810,122.0,DL
SEA,WA,DTW,MI,1449,256.0,DL
JFK,NY,LAS,NV,2110,357.0,DL
JFK,NY,ATL,GA,840,150.0,DL
OGG,HI,LAX,CA,2035,325.0,DL
SEA,WA,BNA,TN,1743,260.0,DL
DFW,TX,JFK,NY,710,229.0,DL
ATL,GA,SEA,WA,1220,325.0,DL
ATL,GA,SLC,UT,2128,247.0,DL
ATL,GA,SFO,CA,2145,307.0,DL
ATL,GA,DCA,VA,1445,111.0,DL
DCA,VA,ATL,GA,1738,119.0,DL
BOS,MA,ATL,GA,905,169.0,DL
ATL,GA,LAX,CA,1100,275.0,DL
JFK,NY,DEN,CO,1955,294.0,DL
ATL,GA,LAX,CA,2044,285.0,DL
ATL,GA,PHX,AZ,1430,232.0,DL
PHX,AZ,ATL,GA,1646,229.0,DL
LAX,CA,MSP,MN,1835,215.0,DL
JFK,NY,SEA,WA,1650,399.0,DL
LAX,CA,OGG,HI,1745,349.0,DL
LAX,CA,HNL,HI,1455,336.0,DL
ATL,GA,LAS,NV,1357,255.0,DL
LAS,NV,ATL,GA,1630,250.0,DL
ATL,GA,DEN,CO,1148,189.0,DL
ATL,GA,LGA,NY,1030,139.0,DL
DTW,MI,SFO,CA,1248,300.0,DL
LAS,NV,DTW,MI,955,240.0,DL
LAS,NV,DTW,MI,2230,237.0,DL
LAS,NV,DTW,MI,545,237.0,DL
LAX,CA,BNA,TN,700,256.0,DL
BOS,MA,SFO,CA,1705,407.0,DL
SFO,CA,BOS,MA,2202,353.0,DL
SLC,UT,ATL,GA,2335,224.0,DL
LGA,NY,ATL,GA,1359,160.0,DL
BOS,MA,LAX,CA,610,375.0,DL
HNL,HI,LAX,CA,1230,330.0,DL
LAX,CA,HNL,HI,820,345.0,DL
SEA,WA,OGG,HI,1535,365.0,DL
JFK,NY,LAX,CA,805,355.0,DL
SAN,CA,JFK,NY,635,364.0,DL
ATL,GA,TPA,FL,1220,85.0,DL
TPA,FL,ATL,GA,1455,99.0,DL
SJC,CA,ATL,GA,615,296.0,DL
JFK,NY,SFO,CA,700,382.0,DL
SFO,CA,JFK,NY,1140,356.0,DL
SLC,UT,DTW,MI,947,213.0,DL
LGA,NY,ATL,GA,1600,169.0,DL
JFK,NY,SEA,WA,1124,373.0,DL
ANC,AK,SEA,WA,108,207.0,DL
SAT,TX,MSP,MN,1150,174.0,DL
LAX,CA,DTW,MI,900,272.0,DL
SLC,UT,JFK,NY,1715,295.0,DL
BOS,MA,LAS,NV,715,355.0,DL
BOS,MA,LAX,CA,1055,370.0,DL
ATL,GA,DEN,CO,1414,194.0,DL
ATL,GA,LAX,CA,1826,279.0,DL
ATL,GA,LAX,CA,1000,281.0,DL
ATL,GA,PDX,OR,1635,313.0,DL
BOS,MA,LAX,CA,1610,376.0,DL
ATL,GA,LGA,NY,2120,144.0,DL
LGA,NY,ATL,GA,700,146.0,DL
DCA,VA,ATL,GA,600,111.0,DL
JFK,NY,DEN,CO,800,278.0,DL
JFK,NY,LAS,NV,724,335.0,DL
ATL,GA,LGA,NY,1920,149.0,DL
LGA,NY,DFW,TX,810,225.0,DL
BOS,MA,ATL,GA,1710,180.0,DL
AUS,TX,LAX,CA,2029,189.0,DL
LAX,CA,AUS,TX,1429,180.0,DL
LAX,CA,ATL,GA,800,270.0,DL
JFK,NY,LAX,CA,1200,345.0,DL
ANC,AK,MSP,MN,2214,316.0,DL
MSP,MN,ANC,AK,1805,359.0,DL
ATL,GA,BOS,MA,2042,165.0,DL
DEN,CO,LGA,NY,1100,233.0,DL
LGA,NY,DEN,CO,735,265.0,DL
JFK,NY,LAX,CA,700,355.0,DL
SEA,WA,MCO,FL,2345,334.0,DL
LAS,NV,JFK,NY,1120,329.0,DL
DEN,CO,ATL,GA,105,176.0,DL
ATL,GA,DCA,VA,1840,114.0,DL
ATL,GA,SLC,UT,1521,244.0,DL
DTW,MI,SAN,CA,841,282.0,DL
SEA,WA,JFK,NY,1555,333.0,DL
LAX,CA,DTW,MI,2300,270.0,DL
SEA,WA,ATL,GA,1005,306.0,DL
ATL,GA,DCA,VA,1012,108.0,DL
DCA,VA,ATL,GA,1310,110.0,DL
JFK,NY,DFW,TX,823,231.0,DL
SEA,WA,DTW,MI,939,262.0,DL
LGA,NY,DTW,MI,930,132.0,DL
ATL,GA,SEA,WA,1830,325.0,DL
EWR,NJ,SLC,UT,1840,313.0,DL
SLC,UT,EWR,NJ,1055,275.0,DL
LAS,NV,MSP,MN,1343,194.0,DL
MSP,MN,LAS,NV,1110,203.0,DL
AUS,TX,SEA,WA,1950,266.0,DL
LGA,NY,ORD,IL,610,157.0,DL
ORD,IL,LGA,NY,844,135.0,DL
DFW,TX,MSP,MN,626,148.0,DL
MCI,MO,SLC,UT,1837,160.0,DL
SLC,UT,MCI,MO,1413,144.0,DL
DTW,MI,LGA,NY,1216,109.0,DL
DTW,MI,BOS,MA,2301,118.0,DL
LGA,NY,PBI,FL,1925,195.0,DL
ATL,GA,MKE,WI,1119,116.0,DL
MKE,WI,ATL,GA,1325,121.0,DL
LAS,NV,MSP,MN,620,189.0,DL
ATL,GA,IAH,TX,1733,128.0,DL
ATL,GA,RIC,VA,804,96.0,DL
RIC,VA,ATL,GA,1050,100.0,DL
LAX,CA,IAH,TX,1810,205.0,DL
RSW,FL,ATL,GA,600,105.0,DL
IAD,VA,SLC,UT,730,271.0,DL
DFW,TX,SLC,UT,755,164.0,DL
SFO,CA,MSP,MN,1815,215.0,DL
MSP,MN,ATL,GA,1805,159.0,DL
ATL,GA,JFK,NY,1544,155.0,DL
DEN,CO,DTW,MI,105,170.0,DL
LGA,NY,MSY,LA,2045,191.0,DL
ATL,GA,DTW,MI,840,121.0,DL
ATL,GA,CHS,SC,1954,72.0,DL
JFK,NY,ATL,GA,1300,154.0,DL
DTW,MI,PVD,RI,1430,106.0,DL
PVD,RI,DTW,MI,1711,121.0,DL
MSP,MN,ATL,GA,2022,153.0,DL
MSP,MN,VPS,FL,1025,165.0,DL
VPS,FL,MSP,MN,1414,176.0,DL
ATL,GA,BNA,TN,1100,67.0,DL
BNA,TN,ATL,GA,1217,76.0,DL
LGA,NY,MCO,FL,1440,183.0,DL
MCO,FL,LGA,NY,1909,170.0,DL
DTW,MI,IAH,TX,1248,172.0,DL
ATL,GA,HSV,AL,1125,55.0,DL
HSV,AL,ATL,GA,1215,63.0,DL
SLC,UT,STL,MO,935,171.0,DL
STL,MO,SLC,UT,1430,188.0,DL
ABQ,NM,MSP,MN,715,151.0,DL
ATL,GA,PBI,FL,745,109.0,DL
PBI,FL,ATL,GA,1044,107.0,DL
SEA,WA,LAX,CA,1939,166.0,DL
SLC,UT,DEN,CO,700,92.0,DL
IAH,TX,ATL,GA,705,124.0,DL
ATL,GA,SAT,TX,940,141.0,DL
MSP,MN,IAH,TX,1530,172.0,DL
DAL,TX,ATL,GA,830,123.0,DL
LAS,NV,LAX,CA,930,79.0,DL
LAX,CA,LAS,NV,705,70.0,DL
JFK,NY,MCO,FL,735,171.0,DL
MCO,FL,DTW,MI,605,159.0,DL
DTW,MI,BOS,MA,713,122.0,DL
ECP,FL,ATL,GA,739,69.0,DL
ATL,GA,MIA,FL,2225,114.0,DL
SLC,UT,MCO,FL,1735,267.0,DL
FLL,FL,ATL,GA,735,112.0,DL
MIA,FL,ATL,GA,803,113.0,DL
ATL,GA,MIA,FL,1632,119.0,DL
DFW,TX,SLC,UT,1251,169.0,DL
SLC,UT,DFW,TX,811,160.0,DL
ATL,GA,MIA,FL,715,114.0,DL
MIA,FL,ATL,GA,1019,122.0,DL
ATL,GA,PIT,PA,1100,99.0,DL
PIT,PA,ATL,GA,1339,105.0,DL
ATL,GA,SRQ,FL,1120,91.0,DL
SRQ,FL,ATL,GA,1401,104.0,DL
SEA,WA,SJC,CA,1515,134.0,DL
SJC,CA,SEA,WA,1827,133.0,DL
ATL,GA,AUS,TX,2305,140.0,DL
MCI,MO,SLC,UT,1425,158.0,DL
SLC,UT,MCI,MO,959,142.0,DL
SLC,UT,TPA,FL,2345,252.0,DL
MSY,LA,LAX,CA,629,237.0,DL
ATL,GA,SDF,KY,2050,82.0,DL
PHX,AZ,DTW,MI,605,230.0,DL
DEN,CO,MSP,MN,1120,115.0,DL
MSP,MN,DEN,CO,900,130.0,DL
MSP,MN,SAN,CA,908,233.0,DL
ATL,GA,MSP,MN,710,154.0,DL
AUS,TX,ATL,GA,523,138.0,DL
MIA,FL,DTW,MI,812,178.0,DL
ATL,GA,SAT,TX,1357,144.0,DL
SAT,TX,ATL,GA,1631,153.0,DL
DEN,CO,MSP,MN,610,118.0,DL
XNA,AR,ATL,GA,613,110.0,DL
ROA,VA,ATL,GA,545,80.0,DL
SLC,UT,IAD,VA,1740,241.0,DL
ABQ,NM,ATL,GA,1400,191.0,DL
ATL,GA,ABQ,NM,1145,182.0,DL
DTW,MI,TPA,FL,1953,156.0,DL
SMF,CA,MSP,MN,608,202.0,DL
MSP,MN,LGA,NY,1402,167.0,DL
SEA,WA,LAX,CA,1115,162.0,DL
PHX,AZ,SLC,UT,1321,99.0,DL
SLC,UT,PHX,AZ,1130,101.0,DL
BIL,MT,SLC,UT,530,80.0,DL
SAT,TX,LAX,CA,600,180.0,DL
ATL,GA,MCI,MO,2025,130.0,DL
MSP,MN,PDX,OR,2147,221.0,DL
MIA,FL,MCO,FL,1534,72.0,DL
DTW,MI,SAT,TX,2040,187.0,DL
ATL,GA,CLE,OH,855,106.0,DL
CLE,OH,ATL,GA,1151,112.0,DL
ORD,IL,ATL,GA,715,114.0,DL
JFK,NY,MIA,FL,1100,191.0,DL
ATL,GA,RIC,VA,1638,101.0,DL
RDU,NC,BOS,MA,1630,127.0,DL
JFK,NY,DTW,MI,1255,126.0,DL
MSP,MN,RSW,FL,1835,202.0,DL
MSP,MN,AUS,TX,1100,158.0,DL
LGA,NY,MSP,MN,1029,192.0,DL
ATL,GA,SYR,NY,855,130.0,DL
SYR,NY,ATL,GA,1205,135.0,DL
ORD,IL,SEA,WA,1819,281.0,DL
SEA,WA,ORD,IL,1115,244.0,DL
MIA,FL,MSP,MN,720,227.0,DL
DTW,MI,FLL,FL,1006,179.0,DL
FLL,FL,DTW,MI,1415,183.0,DL
PDX,OR,MSP,MN,631,199.0,DL
DTW,MI,MCO,FL,1405,164.0,DL
MCO,FL,DTW,MI,1759,166.0,DL
AUS,TX,SLC,UT,1923,175.0,DL
BTV,VT,ATL,GA,619,160.0,DL
SLC,UT,MSP,MN,809,150.0,DL
MSP,MN,SFO,CA,949,255.0,DL
SFO,CA,MSP,MN,1329,220.0,DL
SNA,CA,MSP,MN,725,220.0,DL
BOS,MA,AUS,TX,2010,265.0,DL
ATL,GA,AVL,NC,1820,54.0,DL
AVL,NC,ATL,GA,2009,61.0,DL
IAH,TX,DTW,MI,530,167.0,DL
DTW,MI,MCO,FL,827,162.0,DL
MCO,FL,DTW,MI,1219,160.0,DL
DAL,TX,LAX,CA,1959,193.0,DL
ATL,GA,MEM,TN,2030,85.0,DL
ATL,GA,AUS,TX,1352,137.0,DL
AUS,TX,ATL,GA,1619,145.0,DL
ATL,GA,CLT,NC,1749,83.0,DL
CLT,NC,ATL,GA,2008,82.0,DL
BOS,MA,MIA,FL,705,210.0,DL
MIA,FL,BOS,MA,1135,210.0,DL
ATL,GA,ROA,VA,2252,83.0,DL
FLL,FL,BOS,MA,1045,204.0,DL
BWI,MD,MSP,MN,1142,157.0,DL
MSP,MN,BWI,MD,710,152.0,DL
RSW,FL,MSP,MN,711,213.0,DL
MIA,FL,ATL,GA,600,113.0,DL
AUS,TX,ATL,GA,803,137.0,DL
ATL,GA,SAT,TX,1129,139.0,DL
SAT,TX,ATL,GA,1358,146.0,DL
MIA,FL,LGA,NY,1850,185.0,DL
BOS,MA,AUS,TX,710,262.0,DL
JAX,FL,DTW,MI,630,138.0,DL
SLC,UT,MCI,MO,2122,144.0,DL
ATL,GA,FLL,FL,1340,119.0,DL
FLL,FL,ATL,GA,1650,130.0,DL
IAH,TX,LGA,NY,705,215.0,DL
SLC,UT,BWI,MD,2359,251.0,DL
ATL,GA,ORD,IL,720,120.0,DL
ORD,IL,ATL,GA,930,114.0,DL
ATL,GA,DAB,FL,1647,86.0,DL
DAB,FL,ATL,GA,1925,92.0,DL
ATL,GA,PVD,RI,1000,147.0,DL
PVD,RI,ATL,GA,1327,163.0,DL
JFK,NY,TPA,FL,700,176.0,DL
TPA,FL,JFK,NY,1107,172.0,DL
IAH,TX,LGA,NY,1850,222.0,DL
LAX,CA,SFO,CA,600,82.0,DL
SFO,CA,LAX,CA,822,100.0,DL
SAT,TX,SLC,UT,1836,169.0,DL
SLC,UT,SAT,TX,1349,167.0,DL
ATL,GA,ORD,IL,2255,117.0,DL
OKC,OK,ATL,GA,745,131.0,DL
ATL,GA,TPA,FL,1830,89.0,DL
MCO,FL,SLC,UT,742,279.0,DL
JFK,NY,AUS,TX,1229,237.0,DL
MSP,MN,SMF,CA,1100,226.0,DL
SMF,CA,MSP,MN,1356,199.0,DL
TPA,FL,BOS,MA,700,187.0,DL
ATL,GA,RDU,NC,1233,85.0,DL
RDU,NC,ATL,GA,1508,92.0,DL
ATL,GA,DAL,TX,955,127.0,DL
DAL,TX,ATL,GA,1202,128.0,DL
MCO,FL,DTW,MI,830,155.0,DL
LAX,CA,SLC,UT,1000,115.0,DL
RSW,FL,MSP,MN,1233,215.0,DL
ATL,GA,FSD,SD,2223,156.0,DL
ATL,GA,RIC,VA,1225,94.0,DL
RIC,VA,ATL,GA,1509,105.0,DL
DTW,MI,ATL,GA,925,119.0,DL
BOS,MA,TPA,FL,1610,205.0,DL
ATL,GA,CMH,OH,1740,96.0,DL
PHL,PA,ATL,GA,844,141.0,DL
BOS,MA,MSP,MN,530,192.0,DL
MSP,MN,RDU,NC,1326,153.0,DL
LAS,NV,MSP,MN,926,192.0,DL
MSP,MN,LAS,NV,655,201.0,DL
ATL,GA,MIA,FL,1340,118.0,DL
MIA,FL,ATL,GA,1648,132.0,DL
BOS,MA,JAX,FL,830,170.0,DL
JAX,FL,BOS,MA,1215,164.0,DL
MSP,MN,ATL,GA,1245,150.0,DL
RDU,NC,ATL,GA,505,85.0,DL
MSP,MN,DEN,CO,1255,126.0,DL
MSP,MN,PHX,AZ,1814,198.0,DL
MSP,MN,DTW,MI,1945,100.0,DL
ATL,GA,TPA,FL,1954,90.0,DL
ATL,GA,PBI,FL,1528,112.0,DL
PBI,FL,ATL,GA,1830,115.0,DL
SLC,UT,IAH,TX,959,183.0,DL
JAC,WY,ATL,GA,820,227.0,DL
SAN,CA,MSP,MN,615,231.0,DL
MSP,MN,SAN,CA,1107,231.0,DL
IAH,TX,MSP,MN,1530,165.0,DL
OMA,NE,ATL,GA,515,134.0,DL
ATL,GA,PNS,FL,2345,70.0,DL
MCO,FL,MSP,MN,640,206.0,DL
DTW,MI,ATL,GA,1609,121.0,DL
DTW,MI,MIA,FL,825,182.0,DL
MIA,FL,DTW,MI,1227,178.0,DL
OAJ,NC,ATL,GA,555,92.0,DL
PHX,AZ,SEA,WA,1132,185.0,DL
SEA,WA,PHX,AZ,732,180.0,DL
CVG,KY,BOS,MA,725,143.0,DL
IAH,TX,MSP,MN,1922,168.0,DL
RNO,NV,SLC,UT,600,85.0,DL
FLL,FL,LGA,NY,700,182.0,DL
ATL,GA,PHL,PA,2225,126.0,DL
ATL,GA,ORD,IL,1255,125.0,DL
ORD,IL,ATL,GA,1510,120.0,DL
ATL,GA,SAV,GA,1257,65.0,DL
SAV,GA,ATL,GA,1512,74.0,DL
MKE,WI,DTW,MI,530,69.0,DL
LGA,NY,MCO,FL,715,164.0,DL
SLC,UT,LAX,CA,817,123.0,DL
MSY,LA,SLC,UT,1921,208.0,DL
SLC,UT,MSY,LA,1350,201.0,DL
LAX,CA,SLC,UT,1920,113.0,DL
ATL,GA,MKE,WI,1457,122.0,DL
MKE,WI,ATL,GA,1709,121.0,DL
BWI,MD,MSP,MN,600,157.0,DL
MCI,MO,SEA,WA,658,233.0,DL
ATL,GA,DAY,OH,901,89.0,DL
DAY,OH,ATL,GA,1125,99.0,DL
ATL,GA,LEX,KY,1743,79.0,DL
ATL,GA,PHL,PA,1015,122.0,DL
PHL,PA,ATL,GA,1329,120.0,DL
CVG,KY,RSW,FL,1559,140.0,DL
LAX,CA,SFO,CA,1107,83.0,DL
SFO,CA,LAX,CA,1330,95.0,DL
ATL,GA,PHL,PA,1700,132.0,DL
CVG,KY,TPA,FL,1442,122.0,DL
ATL,GA,AVL,NC,2024,59.0,DL
ATL,GA,JAX,FL,2250,69.0,DL
MCO,FL,DTW,MI,1556,166.0,DL
JAC,WY,SLC,UT,1330,66.0,DL
SLC,UT,JAC,WY,1126,64.0,DL
ATL,GA,PHL,PA,1216,125.0,DL
PHL,PA,ATL,GA,1531,132.0,DL
MSP,MN,DCA,VA,2020,144.0,DL
ATL,GA,BNA,TN,1333,66.0,DL
BNA,TN,ATL,GA,1449,73.0,DL
CLE,OH,MSP,MN,600,124.0,DL
FLL,FL,ATL,GA,630,110.0,DL
ATL,GA,JFK,NY,1004,146.0,DL
MKE,WI,MSP,MN,1759,75.0,DL
MSP,MN,MKE,WI,1545,72.0,DL
ATL,GA,MDT,PA,940,110.0,DL
MDT,PA,ATL,GA,1225,118.0,DL
SAN,CA,SLC,UT,1005,119.0,DL
SLC,UT,SAN,CA,800,115.0,DL
DEN,CO,SLC,UT,1240,93.0,DL
SLC,UT,DEN,CO,1007,93.0,DL
MSP,MN,MSN,WI,2101,57.0,DL
MCI,MO,DTW,MI,1024,111.0,DL
BNA,TN,MSP,MN,1833,132.0,DL
MSP,MN,BNA,TN,1530,123.0,DL
SEA,WA,SLC,UT,1117,125.0,DL
GRR,MI,MSP,MN,1844,91.0,DL
MSP,MN,GRR,MI,1521,83.0,DL
STL,MO,ATL,GA,602,92.0,DL
DAB,FL,ATL,GA,600,83.0,DL
ATL,GA,GNV,FL,1215,68.0,DL
GNV,FL,ATL,GA,1418,80.0,DL
ATL,GA,MCI,MO,815,124.0,DL
MCI,MO,ATL,GA,1029,119.0,DL
CVG,KY,ATL,GA,715,97.0,DL
JFK,NY,MSP,MN,1629,215.0,DL
GPT,MS,ATL,GA,600,80.0,DL
ATL,GA,TYS,TN,1555,59.0,DL
TYS,TN,ATL,GA,1749,67.0,DL
KOA,HI,SEA,WA,2145,353.0,DL
EWR,NJ,DTW,MI,1231,106.0,DL
DCA,VA,MSP,MN,759,155.0,DL
SFO,CA,SEA,WA,630,135.0,DL
RSW,FL,JFK,NY,1920,177.0,DL
ATL,GA,BDL,CT,1750,143.0,DL
MSP,MN,DTW,MI,1245,100.0,DL
MSN,WI,ATL,GA,600,125.0,DL
ATL,GA,EWR,NJ,1835,144.0,DL
BNA,TN,DTW,MI,1734,100.0,DL
DTW,MI,BNA,TN,1555,96.0,DL
SLC,UT,LAX,CA,1527,123.0,DL
CLT,NC,ATL,GA,702,73.0,DL
ATL,GA,CLT,NC,1221,72.0,DL
CLT,NC,ATL,GA,1428,75.0,DL
DTW,MI,RDU,NC,1459,98.0,DL
RDU,NC,DTW,MI,1732,103.0,DL
SLC,UT,PDX,OR,2245,113.0,DL
GSO,NC,ATL,GA,532,76.0,DL
CLT,NC,ATL,GA,846,80.0,DL
ATL,GA,JAX,FL,855,73.0,DL
JAX,FL,ATL,GA,1118,72.0,DL
ATL,GA,CHA,TN,2300,50.0,DL
ATL,GA,JAX,FL,740,71.0,DL
JAX,FL,ATL,GA,1002,67.0,DL
ATL,GA,ORF,VA,1517,105.0,DL
ORF,VA,ATL,GA,1812,112.0,DL
ATL,GA,JAX,FL,1805,75.0,DL
ATL,GA,IAD,VA,730,104.0,DL
IAD,VA,ATL,GA,1014,105.0,DL
DTW,MI,JAX,FL,849,138.0,DL
JAX,FL,DTW,MI,1207,134.0,DL
ATL,GA,BUF,NY,2244,127.0,DL
CLT,NC,DTW,MI,1729,105.0,DL
ATL,GA,TLH,FL,820,62.0,DL
TLH,FL,ATL,GA,1017,69.0,DL
DTW,MI,PHL,PA,708,96.0,DL
PHL,PA,DTW,MI,939,108.0,DL
ATL,GA,ORF,VA,2100,103.0,DL
SJC,CA,SLC,UT,1328,107.0,DL
SLC,UT,SJC,CA,1135,112.0,DL
ORD,IL,MSP,MN,1545,93.0,DL
SLC,UT,MSO,MT,2250,89.0,DL
BUF,NY,DTW,MI,600,66.0,DL
JFK,NY,BUF,NY,2200,103.0,DL
ATL,GA,GSP,SC,820,58.0,DL
GSP,SC,ATL,GA,1018,62.0,DL
CHS,SC,DTW,MI,600,115.0,DL
BOS,MA,ORD,IL,1730,179.0,DL
ORD,IL,BOS,MA,2025,151.0,DL
SLC,UT,SNA,CA,806,117.0,DL
SNA,CA,SLC,UT,958,110.0,DL
SLC,UT,SFO,CA,2254,125.0,DL
MSP,MN,OMA,NE,2210,69.0,DL
GSP,SC,ATL,GA,530,59.0,DL
DTW,MI,CLT,NC,2115,108.0,DL
CLT,NC,DTW,MI,605,104.0,DL
ATL,GA,GSP,SC,1557,61.0,DL
GSP,SC,ATL,GA,1808,69.0,DL
SFO,CA,SLC,UT,605,110.0,DL
ATL,GA,PNS,FL,835,70.0,DL
PNS,FL,ATL,GA,955,75.0,DL
RSW,FL,BOS,MA,1107,198.0,DL
MSP,MN,FSD,SD,2345,57.0,DL
BZN,MT,MSP,MN,1126,136.0,DL
MSP,MN,BZN,MT,855,151.0,DL
ATL,GA,OMA,NE,1250,137.0,DL
OMA,NE,ATL,GA,1502,138.0,DL
DEN,CO,SLC,UT,1800,99.0,DL
PHX,AZ,SLC,UT,1936,99.0,DL
MSP,MN,SFO,CA,1114,246.0,DL
ATL,GA,MSY,LA,1930,95.0,DL
COS,CO,ATL,GA,1400,179.0,DL
ATL,GA,DSM,IA,2230,131.0,DL
ATL,GA,TLH,FL,1948,66.0,DL
ATL,GA,AUS,TX,1000,141.0,DL
AUS,TX,ATL,GA,1231,141.0,DL
SEA,WA,SNA,CA,1140,179.0,DL
SNA,CA,SEA,WA,1540,171.0,DL
ATL,GA,JAN,MS,1105,76.0,DL
JAN,MS,ATL,GA,1216,86.0,DL
DTW,MI,ATL,GA,520,115.0,DL
STL,MO,MSP,MN,1829,95.0,DL
ATL,GA,CLE,OH,1501,106.0,DL
CLE,OH,ATL,GA,1757,108.0,DL
ATL,GA,ILM,NC,1308,83.0,DL
ILM,NC,ATL,GA,1526,89.0,DL
ATL,GA,HPN,NY,1155,134.0,DL
HPN,NY,ATL,GA,1504,141.0,DL
LGA,NY,MSY,LA,1115,190.0,DL
MSY,LA,LGA,NY,1425,180.0,DL
MCI,MO,MSP,MN,600,84.0,DL
LAS,NV,SEA,WA,1357,159.0,DL
SEA,WA,LAS,NV,1004,161.0,DL
ATL,GA,DAB,FL,926,81.0,DL
DAB,FL,ATL,GA,1157,89.0,DL
MSP,MN,CLT,NC,1256,155.0,DL
JFK,NY,AUS,TX,1759,255.0,DL
SDF,KY,ATL,GA,703,86.0,DL
LAS,NV,SEA,WA,2022,163.0,DL
SEA,WA,LAS,NV,1629,155.0,DL
ALB,NY,ATL,GA,1850,149.0,DL
ATL,GA,ALB,NY,1525,145.0,DL
ATL,GA,IAH,TX,705,124.0,DL
IAH,TX,ATL,GA,919,126.0,DL
ATL,GA,PNS,FL,1520,75.0,DL
PNS,FL,ATL,GA,1645,80.0,DL
ATL,GA,GNV,FL,1537,73.0,DL
GNV,FL,ATL,GA,1745,86.0,DL
CVG,KY,MSP,MN,700,114.0,DL
GRR,MI,DTW,MI,530,58.0,DL
ATL,GA,CVG,KY,2225,86.0,DL
MSY,LA,ATL,GA,710,92.0,DL
MSO,MT,MSP,MN,645,151.0,DL
ATL,GA,SDF,KY,1015,79.0,DL
SDF,KY,ATL,GA,1244,86.0,DL
PHX,AZ,SLC,UT,600,97.0,DL
ATL,GA,MSY,LA,950,91.0,DL
MSY,LA,ATL,GA,1132,103.0,DL
DTW,MI,PHL,PA,2140,94.0,DL
CMH,OH,MSP,MN,607,121.0,DL
MSP,MN,BZN,MT,2155,148.0,DL
MSP,MN,PHL,PA,1414,153.0,DL
PHL,PA,MSP,MN,1847,178.0,DL
CAE,SC,ATL,GA,529,61.0,DL
ATL,GA,EYW,FL,900,117.0,DL
EYW,FL,ATL,GA,1157,119.0,DL
SLC,UT,SEA,WA,2113,140.0,DL
ATL,GA,CAE,SC,1235,61.0,DL
CAE,SC,ATL,GA,1431,74.0,DL
SAV,GA,ATL,GA,655,70.0,DL
LAX,CA,DAL,TX,1747,196.0,DL
JFK,NY,AUS,TX,1459,255.0,DL
CAE,SC,ATL,GA,658,67.0,DL
MSP,MN,MEM,TN,2150,112.0,DL
STL,MO,MSP,MN,1024,96.0,DL
STL,MO,DTW,MI,1815,90.0,DL
ATL,GA,BNA,TN,730,65.0,DL
BNA,TN,ATL,GA,849,69.0,DL
BHM,AL,ATL,GA,745,67.0,DL
IND,IN,MSP,MN,1648,107.0,DL
MSP,MN,IND,IN,1301,97.0,DL
ATL,GA,OKC,OK,2315,129.0,DL
DTW,MI,TVC,MI,2255,68.0,DL
ATL,GA,SAV,GA,1859,69.0,DL
FLL,FL,DTW,MI,1153,185.0,DL
SEA,WA,LAX,CA,1400,173.0,DL
SAN,CA,SEA,WA,1959,183.0,DL
SEA,WA,SAN,CA,1539,173.0,DL
STL,MO,DTW,MI,1047,88.0,DL
ATL,GA,PIT,PA,1840,105.0,DL
JFK,NY,TPA,FL,1929,198.0,DL
ATL,GA,MSY,LA,1537,96.0,DL
MSY,LA,ATL,GA,1723,97.0,DL
ATL,GA,EWR,NJ,1338,136.0,DL
EWR,NJ,ATL,GA,1654,148.0,DL
ATL,GA,MLB,FL,2045,91.0,DL
DCA,VA,MSP,MN,1500,163.0,DL
MSP,MN,DCA,VA,1037,143.0,DL
PDX,OR,SLC,UT,535,117.0,DL
MCI,MO,ATL,GA,641,124.0,DL
BNA,TN,DTW,MI,605,98.0,DL
JAX,FL,ATL,GA,630,75.0,DL
CVG,KY,ATL,GA,600,91.0,DL
DCA,VA,MSP,MN,1900,165.0,DL
